Fecha,Producto/Ficha,Categoria,Descripción,Moneda,Valor Venta
8/4/2022,581270058-11248,FITNESS,TROTADORA X3 PLUS Color: NEGRO,S/ ,"3,727.97"
8/4/2022,631200004-13363,BICICLETA,"E-BIKE E-MON 20"" Aro: 20""; Color: NEGRO/VERDE; Mater.: ACERO; Gén.: UNISEX",S/ ,"2,880.51"
8/4/2022,581240018-11248,FITNESS,ELIPTICA E6008 Color: NEGRO,S/ ,"1,715.47"
8/5/2022,581630086-11248,FITNESS,TROTADORA PREST T5500 Color: NEGRO,S/ ,"5,041.65"
8/5/2022,601581590-14156,ACCESORIO,SOGA PARA SALTAR Color: NEGRO; TipoAcc: SOGA PARA SALTAR,S/ ,42.29
8/5/2022,601581595-14160,ACCESORIO,YOGA MAT PVC Color: NEGRO; TipoAcc: YOGA MAT,S/ ,24.58
8/5/2022,601581550-11248,ACCESORIO,"JUEGO MANCUERNAS, PESAS Y BARRAS Color: NEGRO",S/ ,211.02
8/5/2022,732190042-14505,ACCESORIO,MANIGUETAS SLIMFIT Color: TURQUOISE; TipoAcc: MANIGUETAS,S/ ,109.32
8/7/2022,605530464-11248,ACCESORIO,KIT DE ACTUALIZACION SHIFTER ROCKER PADLE AXS Color: NEGRO,S/ ,83.90
8/7/2022,732080060-12866,ACCESORIO,MEDIDOR DE AJUSTE DE DESCARRILADOR EAGLE 50T/52T - HERRAMIENTA B GAP TipoAcc: HERRAMIENTA,S/ ,25.34
8/7/2022,581560006-11248,FITNESS,SPINNING K4020 Color: NEGRO,S/ ,"1,566.95"
8/7/2022,581560006-11248,FITNESS,SPINNING K4020 Color: NEGRO,S/ ,"1,566.95"
8/7/2022,581270043-11248,FITNESS,TROTADORA T550 Color: NEGRO,S/ ,"2,795.77"
8/7/2022,571500037-13643,BICICLETA," BICICLETA DEMON CHIC 26"" Aro: 26""; Color: GRIS/MORADO; Mater.: ACERO; Gén.: MUJER",S/ ,761.86
8/7/2022,571230142-13604,BICICLETA," BICICLETA BRB TEEN 16"" Aro: 16""; Color: FUCSIA; Lic.: MATTEL; Gén.: MUJER",S/ ,465.25
8/8/2022,571192162-14688,BICICLETA,"BICICLETA BLI 26"" XS (2101203123) Aro: 26""; Color: DESERT SAGE; Gén.: MUJER; Mater.: ALUMINIO; Año: 2021.000; Talla: XS",US$,"1,916.11"
8/8/2022,581270051-11248,FITNESS,TROTADORA S200 Color: NEGRO,S/ ,"1,778.81"
8/8/2022,581270051-11248,FITNESS,TROTADORA S200 Color: NEGRO,S/ ,"1,778.81"
8/8/2022,571191929-13284,BICICLETA," BICICLETA MRG ADVANCED 26"" Aro: 26""; Color: GRIS/MORADO; Mater.: ALUMINIO; Gén.: MUJER",S/ ,931.36
8/8/2022,581270058-11248,FITNESS,TROTADORA X3 PLUS Color: NEGRO,S/ ,"2,456.78"
8/9/2022,631500002-11217,BICICLETA,"E-BIKE FLS 20"" Aro: 20""; Color: NEGRO; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,"2,965.25"
8/9/2022,581560002-11248,FITNESS,SPINNING PREST S5007 Color: NEGRO,S/ ,"1,778.81"
8/9/2022,571191929-12671,BICICLETA," BICICLETA MRG ADVANCED 26"" Aro: 26""; Color: NEGRO/AZUL; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,931.36
8/9/2022,581270050-11248,FITNESS,TROTADORA T370 Color: NEGRO,S/ ,"2,456.78"
8/9/2022,581270058-11248,FITNESS,TROTADORA X3 PLUS Color: NEGRO,S/ ,"2,456.78"
8/9/2022,581270054-11248,FITNESS,TROTADORA Q2S PLUS Color: NEGRO,S/ ,"1,863.56"
8/9/2022,581270047-11248,FITNESS,TROTADORA PREST T5802AC Color: NEGRO,S/ ,"3,982.20"
8/9/2022,571191929-12671,BICICLETA," BICICLETA MRG ADVANCED 26"" Aro: 26""; Color: NEGRO/AZUL; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,931.36
8/9/2022,600290016-11532,ACCESORIO,BOLSO PARA TIMON MOD.TY-20XH Color: X DEFINIR; TipoAcc: X DEFINIR,S/ ,151.69
8/10/2022,571200010-14586,BICICLETA," BICICLETA ROMA 26"" Aro: 26""; Color: CORAL; Mater.: ALUMINIO; Gén.: MUJER",US$,"1,245.03"
8/10/2022,581240018-11248,FITNESS,ELIPTICA E6008 Color: NEGRO,S/ ,"1,372.03"
8/10/2022,581240043-11252,FITNESS,ELIPTICA E1130 Color: NEGRO/PLATEADO,S/ ,804.24
8/10/2022,571191824-12625,BICICLETA," BICICLETA CANON 29"" Aro: 29""; Color: NEGRO/AZUL; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,"1,117.80"
8/10/2022,571230115-12558,BICICLETA," BICICLETA  COOL 12"" Aro: 12""; Color: ROSADO; Año: 2020.000; Lic.: ; Gén.: MUJER",S/ ,397.46
8/11/2022,581250008-11248,FITNESS,GIMNASIO G2300 Color: NEGRO,S/ ,"1,863.56"
8/11/2022,581270049-11248,FITNESS,TROTADORA T350 Color: NEGRO,S/ ,"2,965.26"
8/11/2022,581280005-11443,FITNESS,BANCA MULTITRACK B101 Color: PLATEADO/AZUL,S/ ,507.63
8/11/2022,581560006-11248,FITNESS,SPINNING K4020 Color: NEGRO,S/ ,"2,033.05"
8/12/2022,571500043-14472,BICICLETA," BICICLETA MTCITY 21V Aro: 26""; Color: NEGRO/ROJO; Mater.: ACERO; Gén.: UNISEX",S/ ,592.37
8/12/2022,571380048-11093,BICICLETA," BICICLETA CANON 27.5"" Aro: 27.5""; Color: NEGRO/ROJO; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,"1,143.22"
8/12/2022,571191929-12671,BICICLETA," BICICLETA MRG ADVANCED 26"" Aro: 26""; Color: NEGRO/AZUL; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,931.36
8/14/2022,571230135-13608,BICICLETA," BICICLETA WHO RACING 16"" Aro: 16""; Color: AZUL/ROJO; Lic.: MATTEL; Gén.: HOMBRE",S/ ,465.25
8/14/2022,571230127-13613,BICICLETA," BICICLETA MRG KIDS 16"" Aro: 16""; Color: NEGRO/AZUL; Gén.: UNISEX",S/ ,507.63
8/14/2022,571192075-12603,BICICLETA," BICICLETA MRG ADVANCED 27.5"" Aro: 27.5""; Color: NEGRO/VERDE; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,973.73
8/14/2022,571192088-13705,BICICLETA,"BICICLETA TLN 29 - 4 L (2101107227) Aro: 29""; Color: TREKKING GREEN; Talla: L; Año: 2021.000",S/ ,"1,694.07"
8/14/2022,571500043-13638,BICICLETA," BICICLETA MTCITY 21V Aro: 26""; Color: GRIS/LILA; Mater.: ACERO; Gén.: UNISEX",S/ ,592.37
8/16/2022,571192191-15058,BICICLETA,"BICICLETA TMPT 29 - 3 S (2201122324) Aro: 29""; Color: SNOW DRIFT; Gén.: MUJER; Mater.: ALUMINIO; Año: 2022.000; Talla: S",S/ ,"2,456.78"
8/17/2022,571230130-13603,BICICLETA," BICICLETA BRB FINTASTIC 12"" Aro: 12""; Color: FUCSIA; Gén.: MUJER; Lic.: MATTEL",S/ ,422.88
8/17/2022,571230141-14490,BICICLETA," BICICLETA SPD SUPER HERO 16"" Aro: 16""; Color: AZUL/ROJO; Lic.: MARVEL; Gén.: HOMBRE",S/ ,507.63
8/17/2022,581240018-11248,FITNESS,ELIPTICA E6008 Color: NEGRO,S/ ,"2,033.05"
8/17/2022,581560018-11248,FITNESS,SPINNING K4017 Color: NEGRO,S/ ,"1,524.58"
8/18/2022,571380073-14143,BICICLETA," BICICLETA CANON HT 27.5"" Aro: 27.5""; Color: NEGRO/ROJO; Gén.: HOMBRE",S/ ,"1,114.41"
8/18/2022,571380073-14006,BICICLETA," BICICLETA CANON HT 27.5"" Aro: 27.5""; Color: NEGRO/VERDE; Gén.: HOMBRE",S/ ,"1,114.41"
8/18/2022,581240043-11252,FITNESS,ELIPTICA E1130 Color: NEGRO/PLATEADO,S/ ,931.36
8/18/2022,571230141-14490,BICICLETA," BICICLETA SPD SUPER HERO 16"" Aro: 16""; Color: AZUL/ROJO; Lic.: MARVEL; Gén.: HOMBRE",S/ ,507.63
8/19/2022,571192078-13701,BICICLETA,"BICICLETA TLN 29 - 2 L (2101112127 ) Aro: 29""; Color: CONCRETE; Talla: L; Año: 2021.000",S/ ,"2,287.29"
8/20/2022,571500012-11185,BICICLETA," BICICLETA DEMON CHIC 24"" Aro: 24""; Color: LILA; Mater.: ACERO; Gén.: MUJER",S/ ,931.36
8/20/2022,571200010-12622,BICICLETA," BICICLETA ROMA 26"" Aro: 26""; Color: GRIS CLARO; Mater.: ALUMINIO; Gén.: MUJER",S/ ,"1,270.34"
8/22/2022,571380073-14143,BICICLETA," BICICLETA CANON HT 27.5"" Aro: 27.5""; Color: NEGRO/ROJO; Gén.: HOMBRE",S/ ,"1,270.34"
8/24/2022,571192132-14236,BICICLETA,"BICICLETA BATTTLE 24"" Aro: 24""; Color: NEGRO/VERDE; Gén.: HOMBRE",S/ ,"1,126.27"
8/24/2022,571192132-14234,BICICLETA,"BICICLETA BATTTLE 24"" Aro: 24""; Color: NEGRO/ROJO; Gén.: HOMBRE",S/ ,"1,126.27"
8/24/2022,571191931-11487,BICICLETA," BICICLETA SCP 27.5"" Aro: 27.5""; Color: NEGRO; Mater.: ACERO; Gén.: HOMBRE",S/ ,846.61
8/25/2022,581240043-11252,FITNESS,ELIPTICA E1130 Color: NEGRO/PLATEADO,S/ ,931.36
8/26/2022,571230116-12559,BICICLETA," BICICLETA ELSA 16"" Aro: 16""; Color: CELESTE; Año: 2020.000; Lic.: ; Gén.: MUJER",S/ ,507.63
8/26/2022,602080035-12866,ACCESORIO,ALICATE DE ESLABONES MAESTROS DE CADENA . INSTALACION Y EXTRACCION . PEDRO'S TipoAcc: HERRAMIENTA,S/ ,55.00
8/28/2022,581270047-11248,FITNESS,TROTADORA PREST T5802AC Color: NEGRO,S/ ,"4,660.17"
8/28/2022,571230137-11459,BICICLETA," BICICLETA CANON 20"" Aro: 20""; Color: NEGRO/VERDE; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,"1,016.10"
8/29/2022,601581550-11248,ACCESORIO,"JUEGO MANCUERNAS, PESAS Y BARRAS Color: NEGRO",S/ ,211.02
8/29/2022,571192077-13700,BICICLETA,"BICICLETA TLN 29 - 2 M (2101112125) Aro: 29""; Color: CONCRETE; Talla: M; Año: 2021.000",S/ ,"2,287.29"
8/29/2022,581240018-11248,FITNESS,ELIPTICA E6008 Color: NEGRO,S/ ,"1,609.32"
8/29/2022,571510179-15204,BICICLETA,"BICICLETA STN 29 - 2 M (2201006105) Aro: 29""; Color: GUNMETAL BLACK; Talla: M; Año: 2022.000",S/ ,"7,495.13"
8/30/2022,581270054-11248,FITNESS,TROTADORA Q2S PLUS Color: NEGRO,S/ ,"2,202.55"
8/30/2022,601581550-11248,ACCESORIO,"JUEGO MANCUERNAS, PESAS Y BARRAS Color: NEGRO",S/ ,211.02
9/1/2022,571192112-14016,BICICLETA,"BICICLETA TLN 29 - 2 M (2101112325) Aro: 29""; Color: ECLIPSE; Gén.: HOMBRE; Año: 2021.000; Talla: M",S/ ,"2,711.02"
9/1/2022,571191824-12625,BICICLETA," BICICLETA CANON 29"" Aro: 29""; Color: NEGRO/AZUL; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,"1,236.44"
9/1/2022,581270047-11248,FITNESS,TROTADORA PREST T5802AC Color: NEGRO,S/ ,"4,660.17"
9/1/2022,581270054-11248,FITNESS,TROTADORA Q2S PLUS Color: NEGRO,S/ ,"2,134.75"
9/1/2022,581270054-11248,FITNESS,TROTADORA Q2S PLUS Color: NEGRO,S/ ,"2,134.75"
9/2/2022,581240043-11252,FITNESS,ELIPTICA E1130 Color: NEGRO/PLATEADO,S/ ,"1,016.10"
9/2/2022,571191929-13284,BICICLETA," BICICLETA MRG ADVANCED 26"" Aro: 26""; Color: GRIS/MORADO; Mater.: ALUMINIO; Gén.: MUJER",S/ ,888.98
9/6/2022,602260018-12967,ACCESORIO,ASIENTO ROMERO (120000189) Color: NEGRO; TipoAcc: ASIENTO,S/ ,134.75
9/6/2022,581240042-11248,FITNESS,ELIPTICA E5000 Color: NEGRO,S/ ,"1,524.58"
9/6/2022,581560018-11248,FITNESS,SPINNING K4017 Color: NEGRO,S/ ,"1,439.83"
9/6/2022,571380048-11093,BICICLETA," BICICLETA CANON 27.5"" Aro: 27.5""; Color: NEGRO/ROJO; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,"1,143.22"
9/6/2022,601720244-12512,ACCESORIO,CASCO LIMAR BERG-EM Color: BLACK; Talla: M; Año: 2020.000; TipoAcc: CASCO,S/ ,338.14
9/7/2022,571380048-12603,BICICLETA," BICICLETA CANON 27.5"" Aro: 27.5""; Color: NEGRO/VERDE; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,"1,143.22"
9/8/2022,571191929-13284,BICICLETA," BICICLETA MRG ADVANCED 26"" Aro: 26""; Color: GRIS/MORADO; Mater.: ALUMINIO; Gén.: MUJER",S/ ,888.98
9/8/2022,602630002-13765,ACCESORIO,CINTA REFLECTIVA 3M CONSPICUITY STRIPS (1 UND) Color: BLANCO; TipoAcc: CINTA REFLECTIVA,S/ ,0.01
9/8/2022,602250003-12014,ACCESORIO,TIMBRE TING SLIM Color: NEGRO; TipoAcc: TIMBRE,S/ ,0.00
9/8/2022,600290016-11532,ACCESORIO,BOLSO PARA TIMON MOD.TY-20XH Color: X DEFINIR; TipoAcc: X DEFINIR,S/ ,151.69
9/8/2022,602330001-11619,ACCESORIO,INFLADOR DE PIE CONTROL TOWER 3 Color: NEGRO; TipoAcc: INFLADOR,S/ ,126.27
9/8/2022,571200200-11101,BICICLETA," BICICLETA TRICICARGO CROSSTOWN 6V 26"" Aro: 26""; Color: NEGRO; Mater.: ACERO; Gén.: HOMBRE",S/ ,"1,948.31"
9/9/2022,601930021-12710,BICICLETA,RACK BEARACK SUPPORTER - 2 BICICLETAS (POSTERIOR BAJO) Color: NEGRO; TipoAcc: RACK,S/ ,"1,355.08"
9/11/2022,581270043-11248,FITNESS,TROTADORA T550 Color: NEGRO,S/ ,"3,050.00"
9/11/2022,581560018-11248,FITNESS,SPINNING K4017 Color: NEGRO,S/ ,"1,439.83"
9/11/2022,581270054-12251,FITNESS,TROTADORA Q2S PLUS Color: GRIS,S/ ,"2,134.75"
9/11/2022,581270059-12251,FITNESS,TROTADORA I1 Color: GRIS,S/ ,"2,194.07"
9/11/2022,581270047-11248,FITNESS,TROTADORA PREST T5802AC Color: NEGRO,S/ ,"4,236.44"
9/12/2022,571192086-13703,BICICLETA,"BICICLETA TLN 29 - 4 L (2101107127) Aro: 29""; Color: METALLIC BLACK; Talla: L; Año: 2021.000",S/ ,"1,694.07"
9/12/2022,571510189-15310,BICICLETA,"BICICLETA STN 29 - 2 M (2201006205) Aro: 29""; Color: KNIGHT SHIELD; Talla: M; Año: 2022.000",US$,"7,565.29"
9/13/2022,571192026-14587,BICICLETA," BICICLETA SCP 29"" Aro: 29""; Color: GRIS; Mater.: ACERO; Gén.: HOMBRE",S/ ,846.61
9/13/2022,581270054-12251,FITNESS,TROTADORA Q2S PLUS Color: GRIS,S/ ,"2,134.75"
9/16/2022,571192088-13705,BICICLETA,"BICICLETA TLN 29 - 4 L (2101107227) Aro: 29""; Color: TREKKING GREEN; Talla: L; Año: 2021.000",S/ ,"1,694.07"
9/16/2022,581270056-13757,FITNESS,TROTADORA BH RC09 TFT Color: NEGRO/GRIS,S/ ,"6,397.46"
9/16/2022,571230127-13613,BICICLETA," BICICLETA MRG KIDS 16"" Aro: 16""; Color: NEGRO/AZUL; Gén.: UNISEX",S/ ,677.12
9/16/2022,571230123-12678,BICICLETA," BICICLETA  CBR 20"" Aro: 20""; Color: GRIS/VERDE; Mater.: ACERO; Gén.: HOMBRE",S/ ,592.37
9/16/2022,571200010-12622,BICICLETA," BICICLETA ROMA 26"" Aro: 26""; Color: GRIS CLARO; Mater.: ALUMINIO; Gén.: MUJER",S/ ,"1,270.34"
9/17/2022,571192087-13704,BICICLETA,"BICICLETA TLN 29 - 4 M (2101107225) Aro: 29""; Color: TREKKING GREEN; Talla: M; Año: 2021.000",S/ ,"1,694.07"
9/17/2022,581270050-11248,FITNESS,TROTADORA T370 Color: NEGRO,S/ ,"2,795.77"
9/18/2022,601581550-11248,ACCESORIO,"JUEGO MANCUERNAS, PESAS Y BARRAS Color: NEGRO",S/ ,211.02
9/18/2022,581270054-11248,FITNESS,TROTADORA Q2S PLUS Color: NEGRO,S/ ,"2,134.75"
9/18/2022,581270050-11248,FITNESS,TROTADORA T370 Color: NEGRO,S/ ,"2,795.77"
9/18/2022,581270054-12251,FITNESS,TROTADORA Q2S PLUS Color: GRIS,S/ ,"2,134.75"
9/18/2022,571192087-13704,BICICLETA,"BICICLETA TLN 29 - 4 M (2101107225) Aro: 29""; Color: TREKKING GREEN; Talla: M; Año: 2021.000",S/ ,"1,694.07"
9/19/2022,581560018-11248,FITNESS,SPINNING K4017 Color: NEGRO,S/ ,"1,439.83"
9/20/2022,581270054-11248,FITNESS,TROTADORA Q2S PLUS Color: NEGRO,S/ ,"2,134.75"
9/20/2022,581270044-11248,FITNESS,TROTADORA T620 Color: NEGRO,S/ ,"3,897.46"
9/21/2022,581270058-11248,FITNESS,TROTADORA X3 PLUS Color: NEGRO,S/ ,"2,711.02"
9/21/2022,581560018-11248,FITNESS,SPINNING K4017 Color: NEGRO,S/ ,"1,439.83"
9/21/2022,571380072-13647,BICICLETA," BICICLETA TORNADO 27.5"" Aro: 27.5""; Color: NEGRO/AZUL; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,"1,185.59"
9/21/2022,602250001-12963,ACCESORIO,TIMBRE CRUISER PLAID Color: AZUL; TipoAcc: TIMBRE,S/ ,16.86
9/21/2022,602630002-13763,ACCESORIO,CINTA REFLECTIVA 3M CONSPICUITY STRIPS (1 UND) Color: AMARILLO; TipoAcc: CINTA REFLECTIVA,S/ ,21.10
9/21/2022,602020002-11697,ACCESORIO,LUZ NUMEN MINI COMBO Color: NEGRO; TipoAcc: LUZ,S/ ,63.47
9/21/2022,571230113-12556,BICICLETA," BICICLETA TEAM 12"" Aro: 12""; Color: LILA; Año: 2020.000; Lic.: ; Gén.: MUJER",S/ ,575.42
9/22/2022,581270054-11248,FITNESS,TROTADORA Q2S PLUS Color: NEGRO,S/ ,"2,134.75"
9/23/2022,581270054-11248,FITNESS,TROTADORA Q2S PLUS Color: NEGRO,S/ ,"2,134.75"
9/23/2022,581270041-12251,FITNESS,TROTADORA T600 Color: GRIS,S/ ,"3,304.24"
9/24/2022,571192026-14587,BICICLETA," BICICLETA SCP 29"" Aro: 29""; Color: GRIS; Mater.: ACERO; Gén.: HOMBRE",S/ ,677.12
9/24/2022,581250008-11248,FITNESS,GIMNASIO G2300 Color: NEGRO,S/ ,"1,863.56"
9/24/2022,581270044-11248,FITNESS,TROTADORA T620 Color: NEGRO,S/ ,"3,727.97"
9/25/2022,571230116-12559,BICICLETA," BICICLETA ELSA 16"" Aro: 16""; Color: CELESTE; Año: 2020.000; Lic.: ; Gén.: MUJER",S/ ,473.73
9/25/2022,571230138-13649,BICICLETA," BICICLETA ELSA 12"" Aro: 12""; Color: CELESTE; Mater.: ACERO; Lic.: ; Gén.: MUJER",S/ ,422.88
9/25/2022,581270054-11248,FITNESS,TROTADORA Q2S PLUS Color: NEGRO,S/ ,"1,694.07"
9/25/2022,581270038-11248,FITNESS,TROTADORA T107 Color: NEGRO,S/ ,"1,524.58"
9/25/2022,581560018-11248,FITNESS,SPINNING K4017 Color: NEGRO,S/ ,"1,016.10"
9/25/2022,581270038-11248,FITNESS,TROTADORA T107 Color: NEGRO,S/ ,"1,524.58"
9/25/2022,571230119-12560,BICICLETA," BICICLETA  UNICORNIO 16"" Aro: 16""; Color: LILA; Año: 2020.000; Lic.: ; Gén.: MUJER",S/ ,473.73
9/25/2022,571230137-11459,BICICLETA," BICICLETA CANON 20"" Aro: 20""; Color: NEGRO/VERDE; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,761.86
9/26/2022,581560018-11248,FITNESS,SPINNING K4017 Color: NEGRO,S/ ,"1,016.10"
9/26/2022,581560020-11248,FITNESS,SPINNING Q100 Color: NEGRO,S/ ,"1,355.08"
9/26/2022,581270054-12251,FITNESS,TROTADORA Q2S PLUS Color: GRIS,S/ ,"1,694.07"
9/26/2022,581270058-11248,FITNESS,TROTADORA X3 PLUS Color: NEGRO,S/ ,"2,456.78"
9/26/2022,581240043-11252,FITNESS,ELIPTICA E1130 Color: NEGRO/PLATEADO,S/ ,761.87
9/26/2022,581270041-12251,FITNESS,TROTADORA T600 Color: GRIS,S/ ,"2,795.77"
9/26/2022,571192077-13700,BICICLETA,"BICICLETA TLN 29 - 2 M (2101112125) Aro: 29""; Color: CONCRETE; Talla: M; Año: 2021.000",S/ ,"2,287.29"
9/26/2022,571191824-12625,BICICLETA," BICICLETA CANON 29"" Aro: 29""; Color: NEGRO/AZUL; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,"1,236.44"
9/26/2022,571230119-12560,BICICLETA," BICICLETA  UNICORNIO 16"" Aro: 16""; Color: LILA; Año: 2020.000; Lic.: ; Gén.: MUJER",S/ ,473.73
9/26/2022,581270054-12251,FITNESS,TROTADORA Q2S PLUS Color: GRIS,S/ ,"1,694.07"
9/26/2022,571200205-14905,BICICLETA," BICICLETA MRG CITY 26"" Aro: 26""; Color: MORADO; Gén.: MUJER",S/ ,"1,016.10"
9/26/2022,571500043-14470,BICICLETA," BICICLETA MTCITY 21V Aro: 26""; Color: NEGRO/VERDE; Mater.: ACERO; Gén.: UNISEX",S/ ,761.86
9/26/2022,581560018-11248,FITNESS,SPINNING K4017 Color: NEGRO,S/ ,"1,016.10"
9/26/2022,571200155-13672,BICICLETA," BICICLETA TURQUESA CITY 6V 26"" Aro: 26""; Color: GRIS CLARO; Mater.: ACERO; Gén.: MUJER",S/ ,888.98
9/27/2022,581270043-11248,FITNESS,TROTADORA T550 Color: NEGRO,S/ ,"2,795.77"
9/27/2022,571380048-12603,BICICLETA," BICICLETA CANON 27.5"" Aro: 27.5""; Color: NEGRO/VERDE; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,"1,143.22"
9/27/2022,602020003-11697,ACCESORIO,LUZ NUMEN COMBO 3 Color: NEGRO; TipoAcc: LUZ,S/ ,84.66
9/27/2022,602250003-12963,ACCESORIO,TIMBRE TING SLIM Color: AZUL; TipoAcc: TIMBRE,S/ ,16.86
9/27/2022,732060056-12869,ACCESORIO,"KIT DE PURGADO DE CARGADOR DAMPER STÁNDARD ( INCLUYE 1 JERINGA,ACCESORIO DE PURGADO DEL CARGADOR , ACEITE DE SUSPENSION 3W ) TipoAcc: KIT PURGADO",S/ ,134.75
9/27/2022,581240018-11248,FITNESS,ELIPTICA E6008 Color: NEGRO,S/ ,"1,609.32"
9/27/2022,581560018-11248,FITNESS,SPINNING K4017 Color: NEGRO,S/ ,"1,439.83"
9/27/2022,602240002-12995,ACCESORIO,PARADOR CENTRAL AJUSTABLE 20-29 Color: PLATEADO; TipoAcc: PARADOR,S/ ,38.05
9/28/2022,581270054-11248,FITNESS,TROTADORA Q2S PLUS Color: NEGRO,S/ ,"2,134.75"
9/28/2022,581270058-11248,FITNESS,TROTADORA X3 PLUS Color: NEGRO,S/ ,"2,456.78"
9/28/2022,581280004-11442,FITNESS,BANCA PWR TRACK Color: PLATEADO/NEGRO,S/ ,804.24
9/28/2022,581240042-11248,FITNESS,ELIPTICA E5000 Color: NEGRO,S/ ,"1,524.58"
9/28/2022,581560018-11248,FITNESS,SPINNING K4017 Color: NEGRO,S/ ,"1,016.10"
9/29/2022,571230116-12559,BICICLETA," BICICLETA ELSA 16"" Aro: 16""; Color: CELESTE; Año: 2020.000; Lic.: ; Gén.: MUJER",S/ ,473.73
9/29/2022,732270053-14491,ACCESORIO,PEDAL ORIGINAL MTB Color: BLACK; TipoAcc: PEDALES,S/ ,185.59
9/29/2022,571191929-12671,BICICLETA," BICICLETA MRG ADVANCED 26"" Aro: 26""; Color: NEGRO/AZUL; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,888.98
9/29/2022,571230141-14490,BICICLETA," BICICLETA SPD SUPER HERO 16"" Aro: 16""; Color: AZUL/ROJO; Lic.: MARVEL; Gén.: HOMBRE",S/ ,473.73
10/1/2022,602080034-12866,ACCESORIO,HERRAMIENTA DE VERIFICACION DE DESGASTE DE CADENA PLUS II PEDRO'S TipoAcc: HERRAMIENTA,S/ ,59.24
10/1/2022,602620003-13838,ACCESORIO,CARTUCHO CO2 CONTROL BLAST 16G - 10 UNIDADES TipoAcc: CO2,S/ ,117.80
10/1/2022,602080035-12866,ACCESORIO,ALICATE DE ESLABONES MAESTROS DE CADENA . INSTALACION Y EXTRACCION . PEDRO'S TipoAcc: HERRAMIENTA,S/ ,55.00
10/2/2022,731940011-12718,ACCESORIO,PASTILLAS DE FRENO ORGANICO / ACERO - GUIDE / G2 (PWRFUL) TipoAcc: PASTILLAS DE FRENO,S/ ,84.66
10/2/2022,571192198-15065,BICICLETA,"BICICLETA TMPT - 4 27.5"" S (2201124224) Aro: 27.5""; Color: TERRA ROZA; Gén.: MUJER; Mater.: ALUMINIO; Año: 2022.000; Talla: S",S/ ,"2,287.29"
10/3/2022,571192087-13704,BICICLETA,"BICICLETA TLN 29 - 4 M (2101107225) Aro: 29""; Color: TREKKING GREEN; Talla: M; Año: 2021.000",S/ ,"1,694.07"
10/3/2022,571380048-11093,BICICLETA," BICICLETA CANON 27.5"" Aro: 27.5""; Color: NEGRO/ROJO; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,"1,143.22"
10/4/2022,581250007-11248,FITNESS,GIMNASIO G2230 Color: NEGRO,S/ ,"1,863.56"
10/4/2022,575530142-12552,BICICLETA," BICICLETA 16"" Aro: 16""; Color: NEGRO; Mater.: ACERO; Lic.: WARNER; Gén.: HOMBRE",S/ ,626.27
10/5/2022,581270043-11248,FITNESS,TROTADORA T550 Color: NEGRO,S/ ,"2,919.49"
10/7/2022,581270044-11248,FITNESS,TROTADORA T620 Color: NEGRO,S/ ,"3,643.22"
10/7/2022,581560002-11248,FITNESS,SPINNING PREST S5007 Color: NEGRO,S/ ,"2,202.54"
10/9/2022,581270049-11248,FITNESS,TROTADORA T350 Color: NEGRO,S/ ,"2,456.78"
10/10/2022,571200010-11188,BICICLETA," BICICLETA ROMA 26"" Aro: 26""; Color: VERDE AGUA; Mater.: ALUMINIO; Gén.: MUJER",S/ ,"1,101.14"
10/10/2022,581270044-11248,FITNESS,TROTADORA T620 Color: NEGRO,S/ ,"3,643.22"
10/11/2022,581270058-11248,FITNESS,TROTADORA X3 PLUS Color: NEGRO,S/ ,"2,456.78"
10/11/2022,581250007-11248,FITNESS,GIMNASIO G2230 Color: NEGRO,S/ ,"2,541.53"
10/11/2022,581270049-11248,FITNESS,TROTADORA T350 Color: NEGRO,S/ ,"2,456.78"
10/12/2022,581270050-11248,FITNESS,TROTADORA T370 Color: NEGRO,S/ ,"2,965.26"
10/12/2022,602290001-11581,ACCESORIO,CAMARA 27.5X2.1-2.4 PV 48MM THREADED WITH REMOVABLE VALVE CORE WITH SEALANT Color: NEGRO; TipoAcc: CAMARA,S/ ,29.66
10/12/2022,581280004-11442,FITNESS,BANCA PWR TRACK Color: PLATEADO/NEGRO,S/ ,804.24
10/12/2022,601581592-14158,ACCESORIO,YOGA BALL 65CM Color: AZUL; TipoAcc: YOGA BALL,S/ ,67.71
